#uuid,ord_in_thread,author,published,title,language,crawled,site_url,country,domain_rank,thread_title,spam_score,main_img_url,replies_count,participants_count,likes,comments,shares,type
f819a9ecdc625c49530be5ac30b1b9ce6b3a1753,0,Jason Ditz,2016-11-04T04:16:12.136+02:00,"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",english,2016-11-04T04:16:12.136+02:00,antiwar.com,US,48959,"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",0,http://news.antiwar.com/wp-content/uploads/2012/07/syria18.gif,0,1,0,0,0,bs
3f909b737e291249ada52e8b57d3e97bffa206a2,0,Jason Ditz,2016-11-04T04:16:13.045+02:00,"Nusra Front, Allies Attack Fellow Syrian Rebels in Aleppo",english,2016-11-04T04:16:13.045+02:00,antiwar.com,US,48959,"Nusra Front, Allies Attack Fellow Syrian Rebels in Aleppo",0,http://news.antiwar.com/wp-content/uploads/2012/07/syria18.gif,0,1,0,0,0,bs
03702848a0914899c4f5e8e7836659b10757a5b4,0,Jason Ditz,2016-11-04T04:16:14.946+02:00,Iraq PM Threatens War Over Turkey s Military Buildup,english,2016-11-04T04:16:14.946+02:00,antiwar.com,US,48959,Iraq PM Threatens War Over Turkey s Military Buildup,0,http://news.antiwar.com/wp-content/uploads/2012/04/iraq1.jpg,0,1,0,0,0,bs
eecc7fac18c89dd24608c211cbac7fef55595796,0,Jason Ditz,2016-11-04T04:16:18.554+02:00,"ISIS Leader Confident in Mosul Defense, Rules Out Retreat",english,2016-11-04T04:16:18.554+02:00,antiwar.com,US,48959,"ISIS Leader Confident in Mosul Defense, Rules Out Retreat",0,http://news.antiwar.com/wp-content/uploads/2012/04/iraq1.jpg,0,1,0,0,0,bs
b2cc917e2d4411870405c2e72b4ee5e9bdca712a,0,Daniel McAdams,2016-11-04T04:29:00.180+02:00,Ron Paul on ISIS: Mortal Threat or Paper Tiger?,english,2016-11-04T04:29:00.180+02:00,antiwar.com,US,48959,Ron Paul on ISIS: Mortal Threat or Paper Tiger?,0,,0,1,0,0,0,bs
b9e67e201e599efc53578f36744997acff47853f,0,Jason Ditz,2016-11-04T04:39:51.161+02:00,Syrian Kurds Warn US: Turkey Can t Be Involved in Raqqa Invasion,english,2016-11-04T04:39:51.161+02:00,antiwar.com,US,48959,Syrian Kurds Warn US: Turkey Can t Be Involved in Raqqa Invasion,0,http://news.antiwar.com/wp-content/uploads/2012/07/syria18.gif,0,1,0,0,0,bs
4e2c88a36e47d1b3f58d8e102ac62ef7faf76f6f,0,Jason Ditz,2016-11-04T04:49:57.291+02:00,Report: Saudis Quietly Backing UN Peace Plan for Yemen,english,2016-11-04T04:49:57.291+02:00,antiwar.com,US,48959,Report: Saudis Quietly Backing UN Peace Plan for Yemen,0,http://news.antiwar.com/wp-content/uploads/2009/08/yemen.gif,0,1,0,0,0,bs
925bb596654278dc831d854ead8dfeb75c890213,0,Jason Ditz,2016-11-04T05:13:50.776+02:00,Pentagon: No Plan  So Far  For US Troops to Enter Mosul,english,2016-11-04T05:13:50.776+02:00,antiwar.com,US,48959,Pentagon: No Plan  So Far  For US Troops to Enter Mosul,0,http://news.antiwar.com/wp-content/uploads/2012/04/iraq1.jpg,0,1,0,0,0,bs
7651cc6f2ecc40df1c576ceeb519132bda67f6ec,0,Jason Ditz,2016-11-04T19:51:25.256+02:00,Jordan Troops Kill Three US Military Trainers at Air Base,english,2016-11-04T19:51:25.256+02:00,antiwar.com,US,48959,Jordan Troops Kill Three US Military Trainers at Air Base,0,http://news.antiwar.com/wp-content/uploads/2010/09/jordan-map.gif,0,1,0,0,0,bs
9190708d045f17a9e9b9fd2b00c60b53254d1b75,0,Jason Ditz,2016-11-05T03:05:42.569+02:00,"US Threatens Military Hacks on Russia s Electric, Communications Grids Over Election",english,2016-11-05T03:05:42.569+02:00,antiwar.com,US,48959,"US Threatens Military Hacks on Russia s Electric, Communications Grids Over Election",0,http://news.antiwar.com/wp-content/uploads/2011/11/Russia.png,0,1,0,0,0,bs
53462754a93693206af421bd85270f7e14c9df4c,0,Jason Ditz,2016-11-05T03:58:41.580+02:00,"UN Report: Around 45,000 Opposition Fighters in Afghanistan",english,2016-11-05T03:58:41.580+02:00,antiwar.com,US,48959,"UN Report: Around 45,000 Opposition Fighters in Afghanistan",0,http://news.antiwar.com/wp-content/uploads/2009/07/afghan.gif,0,1,0,0,0,bs
6e0e45a7ae2f156c598eafdee0388e3ce2280ca4,0,Jason Ditz,2016-11-05T03:58:41.729+02:00,US Officials Try to Scare Voters With Terror Threat,english,2016-11-05T03:58:41.729+02:00,antiwar.com,US,48959,US Officials Try to Scare Voters With Terror Threat,0,http://news.antiwar.com/wp-content/uploads/2012/08/Obama-troubled.jpg,0,1,0,0,0,bs
d77e75467bfe7547409b8f822964e57e278f0d4c,0,Jason Ditz,2016-11-05T05:33:24.852+02:00,"As Iraqi Troops Near Mosul, Civilian Casualties Begin to Rise",english,2016-11-05T05:33:24.852+02:00,antiwar.com,US,48959,"As Iraqi Troops Near Mosul, Civilian Casualties Begin to Rise",0,http://news.antiwar.com/wp-content/uploads/2012/04/iraq1.jpg,0,1,0,0,0,bs
6317fc76683e8c4bee42a9551a3b53405990ad65,0,Jason Ditz,2016-11-05T05:33:24.871+02:00,Angry Mourners Bury Civilian Victims of US Airstrike in North Afghanistan,english,2016-11-05T05:33:24.871+02:00,antiwar.com,US,48959,Angry Mourners Bury Civilian Victims of US Airstrike in North Afghanistan,0,http://news.antiwar.com/wp-content/uploads/2009/07/afghan.gif,0,1,0,0,0,bs
44a34ec273d677af872755b03f57941332d90893,0,BareNakedIslam,2016-10-27T00:12:35.588+03:00,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,english,2016-10-27T00:12:35.588+03:00,barenakedislam.com,US,61606,MORE MUSLIM ANIMAL ABUSE: Palestinians film themselves stoning a hyena to death using cement blocks and large stones,0,http://img.youtube.com/vi/QN58XKQRJIE/0.jpg,0,1,0,0,0,bs
6c305cfab7813826fa495836bfb7a1978e0c500e,0,BareNakedIslam,2016-10-27T00:12:35.695+03:00,"Coming soon, to a French neighborhood near you 7,000 MORE illegal alien Muslim invaders who set fire to their Calais jungle camp as the camp was being shut down",english,2016-10-27T00:12:35.695+03:00,barenakedislam.com,US,61606,"Coming soon, to a French neighborhood near you 7,000 MORE illegal alien Muslim invaders who set fire to their Calais jungle camp as the camp was being shut down",0,http://www.barenakedislam.com/wp-content/uploads/2016/10/ab5860e164e24fa69f563ad1e16591ba.jpg,0,1,0,0,0,bs
08b7fc1a5ee4c5d6eb53355baf9fe198a903bd85,0,BareNakedIslam,2016-10-27T00:12:36.713+03:00,"GERMANY: Syrian Muslim invader shouting  Allahu Akbar  disrupts church wedding, gropes statue of Virgin Mary",english,2016-10-27T00:12:36.713+03:00,barenakedislam.com,US,61606,"GERMANY: Syrian Muslim invader shouting  Allahu Akbar  disrupts church wedding, gropes statue of Virgin Mary",0,http://www.barenakedislam.com/wp-content/uploads/2016/10/303D332200000578-0-image-a-39_1452981823556.jpg,0,1,0,0,0,bs
2510c3503b1562450efa20230edb39f32707e304,0,BareNakedIslam,2016-10-27T01:29:34.996+03:00,PAT CONDELL: America s last chance ,english,2016-10-27T01:29:34.996+03:00,barenakedislam.com,US,61606,PAT CONDELL: America s last chance ,0,http://img.youtube.com/vi/sHCul_DIM_4/0.jpg,0,1,0,0,0,bs
2aa307065b533c31cd2395e9fb23bbc0a6f438f9,0,BareNakedIslam,2016-10-27T01:29:36.116+03:00,GERMANY: About that  nice friendly Muslim family  next door .,english,2016-10-27T01:29:36.116+03:00,barenakedislam.com,US,61606,GERMANY: About that  nice friendly Muslim family  next door .,0,http://img.youtube.com/vi/B9F1tXU43hk/0.jpg,0,1,0,0,0,bs
c81fbaadb1df3618134a0e6b77c1170c57b53b5a,0,BareNakedIslam,2016-10-27T05:17:28.859+03:00,"When a Muslim in America runs for political office, the ONLY reason he is running is to spread Islam. Period.",english,2016-10-27T05:17:28.859+03:00,barenakedislam.com,US,61606,"When a Muslim in America runs for political office, the ONLY reason he is running is to spread Islam. Period.",0,http://www.barenakedislam.com/wp-content/uploads/2016/10/sShariaLawInTexasSuchABadThing-vi.jpg,0,1,0,0,0,bs
282d3271455e3139f4dd6c38d122084ad2d4fba7,0,BareNakedIslam,2016-10-27T05:17:50.609+03:00,"BLACK VETERANS FOR TRUMP, too!",english,2016-10-27T05:17:50.609+03:00,barenakedislam.com,US,61606,"BLACK VETERANS FOR TRUMP, too!",0,http://www.barenakedislam.com/wp-content/uploads/2016/10/172-800x254-1-800x254.jpg,0,1,0,0,0,bs
147326b0eca9c38c998facb1a8e81aa676179205,0,BareNakedIslam,2016-10-27T05:18:01.387+03:00,FACEBOOK Nazi Thought Police editors threaten to quit if Mark Zuckerberg doesn t ban Donald Trump for hate speech,english,2016-10-27T05:18:01.387+03:00,barenakedislam.com,US,61606,FACEBOOK Nazi Thought Police editors threaten to quit if Mark Zuckerberg doesn t ban Donald Trump for hate speech,0,http://img.youtube.com/vi/F5FYHE8VQ58/0.jpg,0,1,0,0,0,bs
8e2e4ff1bb05ec5bf13b48dac019aeacffe792ab,0,BareNakedIslam,2016-10-27T06:26:08.063+03:00,"Always under fire from designated terrorist group CAIR, former FBI agent and counter-terrorism expert, John Guandolo, is the go-to person for training law enforcement officers about the growing threat Islam poses to America",english,2016-10-27T06:26:08.063+03:00,barenakedislam.com,US,61606,"Always under fire from designated terrorist group CAIR, former FBI agent and counter-terrorism expert, John Guandolo, is the go-to person for training law enforcement officers about the growing threat Islam poses to America",0,http://www.barenakedislam.com/wp-content/uploads/2016/10/061.jpg,0,1,0,0,0,bs
c5fc0ab8e1e16503b7da5242c0925c293502d41b,0,BareNakedIslam,2016-10-27T10:54:02.372+03:00,GERMANY: Gang of Syrian Muslim boys banned from swimming pool after sexually molesting girls as young as nine,english,2016-10-27T10:54:02.372+03:00,barenakedislam.com,US,61606,GERMANY: Gang of Syrian Muslim boys banned from swimming pool after sexually molesting girls as young as nine,0,http://img.youtube.com/vi/XdSsJQ-fvOU/0.jpg,0,1,0,0,0,bs
72b8b2c72d50e2282a501a1c5ab70cc7e207e070,0,BareNakedIslam,2016-10-27T21:15:48.012+03:00,"BULGARIA: Nearly l,000 Muslim freeloaders rebel over  bad food and delays in giving them status to enter Western Europe ",english,2016-10-27T21:15:48.012+03:00,barenakedislam.com,US,61606,"BULGARIA: Nearly l,000 Muslim freeloaders rebel over  bad food and delays in giving them status to enter Western Europe ",0,http://img.youtube.com/vi/gBSRIqyZN_s/0.jpg,0,1,0,0,0,bs
020dd1a987c7d843b00ab63c9002fd3236baa76f,0,BareNakedIslam,2016-10-27T21:15:48.531+03:00,UK Child Protection Services workers are  afraid  to challenge the ages of Muslim invaders for fear of ending up in court,english,2016-10-27T21:15:48.531+03:00,barenakedislam.com,US,61606,UK Child Protection Services workers are  afraid  to challenge the ages of Muslim invaders for fear of ending up in court,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/migrants-725855.jpg,0,1,0,0,0,bs
df46a41a611c42d7c068ac02e0b330bf29029983,0,BareNakedIslam,2016-10-27T21:15:49.524+03:00,GERMANY: Parents outraged after German primary school  forces  children to chant  Allahu Akbar  and  there is no God but Allah  in Muslim prayer,english,2016-10-27T21:15:49.524+03:00,barenakedislam.com,US,61606,GERMANY: Parents outraged after German primary school  forces  children to chant  Allahu Akbar  and  there is no God but Allah  in Muslim prayer,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/cIndoctrinationinPublicSchools-vi-e1477588629628.png,0,1,0,0,0,bs
a14c7651e36d86ffcbb7870cf1eb8576ffc9fe79,0,BareNakedIslam,2016-10-27T14:28:00.000+03:00,GAY TRUMP SUPPORTERS getting death threats from gay people who support a candidate who receives multi-million dollar contributions from countries that execute gays,english,2016-10-27T21:15:50.979+03:00,barenakedislam.com,US,61606,GAY TRUMP SUPPORTERS getting death threats from gay people who support a candidate who receives multi-million dollar contributions from countries that execute gays,0,http://img.youtube.com/vi/kbiZUMirPAQ/0.jpg,0,1,0,0,0,bs
af526b0f9c668a1ab77dc745175d19252b46565e,0,BareNakedIslam,2016-10-27T21:26:28.739+03:00,CONTROVERSIAL BRITISH COMMENTATOR Katie Hopkins upsets CNN host by calling her out for her network s blatantly biased promotion of Hillary Clinton,english,2016-10-27T21:26:28.739+03:00,barenakedislam.com,US,61606,CONTROVERSIAL BRITISH COMMENTATOR Katie Hopkins upsets CNN host by calling her out for her network s blatantly biased promotion of Hillary Clinton,0,http://img.youtube.com/vi/W6TLeg6_d9M/0.jpg,0,1,0,0,0,bs
42978c20ee2b99ed86ccf25dd018ce01e9d44afb,0,BareNakedIslam,2016-10-28T06:27:10.753+03:00,YOU GO GIRL! Jayda Fransen of Britain First raises hell at a halal butcher shop,english,2016-10-28T06:27:10.753+03:00,barenakedislam.com,US,61606,YOU GO GIRL! Jayda Fransen of Britain First raises hell at a halal butcher shop,0,http://img.youtube.com/vi/HiGovX6I_Vs/0.jpg,0,1,0,0,0,bs
f139aa775e140fa4c60ff4eb0a855301ebf555d5,0,BareNakedIslam,2016-10-28T06:27:11.883+03:00,TEXAS: ASK FOR A PAPER BALLOT at polling stations where George Soros electronic voting machines are rigged to switch Trump votes to Hillary,english,2016-10-28T06:27:11.883+03:00,barenakedislam.com,US,61606,TEXAS: ASK FOR A PAPER BALLOT at polling stations where George Soros electronic voting machines are rigged to switch Trump votes to Hillary,0,http://img.youtube.com/vi/Wd8O6K3L16Y/0.jpg,0,1,0,0,0,bs
a404c6b3158002a3e3085c84c3a25b3c7e7a2e2b,0,BareNakedIslam,2016-10-28T12:59:30.440+03:00,HILLARY S (Islamic) AMERICA IS ALREADY HERE where  Muslim NO-GO ZONES  are popping up all over Michiganistan,english,2016-10-28T12:59:30.440+03:00,barenakedislam.com,US,61606,HILLARY S (Islamic) AMERICA IS ALREADY HERE where  Muslim NO-GO ZONES  are popping up all over Michiganistan,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/na-hamtramck.jpg,0,1,0,0,0,bs
ade4f75a5e259a4477768c9e4aa8f4cee50c4f26,0,BareNakedIslam,2016-10-28T23:25:06.406+03:00,HUGE! Has Wikileaks finally burst the Hillary Clinton bubble?,english,2016-10-28T23:25:06.406+03:00,barenakedislam.com,US,61606,HUGE! Has Wikileaks finally burst the Hillary Clinton bubble?,0,http://img.youtube.com/vi/Ij8PH9nDT-o/0.jpg,0,1,0,0,0,bs
527791e139d615538d0d493d09fb317730a91908,0,BareNakedIslam,2016-10-28T23:25:09.646+03:00,"Hey, CANADIANS! Were you shocked by recent reports of the Syrian Muslim migrant in Germany getting welfare for all four of his wives and 23 children?",english,2016-10-28T23:25:09.646+03:00,barenakedislam.com,US,61606,"Hey, CANADIANS! Were you shocked by recent reports of the Syrian Muslim migrant in Germany getting welfare for all four of his wives and 23 children?",0,http://img.youtube.com/vi/s0VZH7f8sP0/0.jpg,0,1,0,0,0,bs
275ffbf63c54c3265b9e1e6630b4995064d9816c,0,BareNakedIslam,2016-10-28T23:25:10.681+03:00,THE RIG IS IN: CROOKED HILLARY S CROOKED VOTING MACHINES,english,2016-10-28T23:25:10.681+03:00,barenakedislam.com,US,61606,THE RIG IS IN: CROOKED HILLARY S CROOKED VOTING MACHINES,0,http://img.youtube.com/vi/K2VjiY_IZDk/0.jpg,0,1,0,0,0,bs
1e15d75bbdba70d5c74f1381f4d0255ef337aed4,0,BareNakedIslam,2016-10-29T03:54:08.307+03:00,"BELGIUM: Iranian Muslim invader found guilty of drugging, repeatedly raping, and threatening to kill a 15-year-old Belgian schoolgirl, GETS NO JAIL TIME!",english,2016-10-29T03:54:08.307+03:00,barenakedislam.com,US,61606,"BELGIUM: Iranian Muslim invader found guilty of drugging, repeatedly raping, and threatening to kill a 15-year-old Belgian schoolgirl, GETS NO JAIL TIME!",0,http://img.youtube.com/vi/eR0-Jp4TyIE/0.jpg,0,1,0,0,0,bs
0c0ff93384f5a5df6a03cb2e6cb4d421210525b0,0,BareNakedIslam,2016-10-29T03:54:08.530+03:00,"DEAD MUSLIMS SOCIETY will sue to force small Massachusetts town to allocate space for 16,000 dead Muslims",english,2016-10-29T03:54:08.530+03:00,barenakedislam.com,US,61606,"DEAD MUSLIMS SOCIETY will sue to force small Massachusetts town to allocate space for 16,000 dead Muslims",0,http://www.barenakedislam.com/wp-content/uploads/2016/10/yiede-vi.jpg,0,1,0,0,0,bs
6de5c2c42f6bbfb7382d255dcf2f0feb9b2b8990,0,BareNakedIslam,2016-10-29T05:28:01.804+03:00,ATTENTION DONALD TRUMP VOTERS!!! What to do if you see vote switching from Trump to Clinton at the polls,english,2016-10-29T05:28:01.804+03:00,barenakedislam.com,US,61606,ATTENTION DONALD TRUMP VOTERS!!! What to do if you see vote switching from Trump to Clinton at the polls,0,http://img.youtube.com/vi/1g-Svw3ITuI/0.jpg,0,1,0,0,0,bs
035bf73a677dd27abbc585169af2c0a891c433ea,0,BareNakedIslam,2016-10-29T12:15:52.248+03:00,"FRANCE: Police are under siege in Muslim migrant areas in and around Paris, also known as  NO-GO Zones ",english,2016-10-29T12:15:52.248+03:00,barenakedislam.com,US,61606,"FRANCE: Police are under siege in Muslim migrant areas in and around Paris, also known as  NO-GO Zones ",0,http://www.barenakedislam.com/wp-content/uploads/2016/10/maxresdefault-e13753855622951.jpg,0,1,0,0,0,bs
19f15a72f9cd67c5f2915c2cd5dccd4ca6c2c46c,0,BareNakedIslam,2016-10-30T00:19:11.313+03:00,ITALY: African Muslim illegal alien freeloaders are demanding to have designer clothes and better food,english,2016-10-30T00:19:11.313+03:00,barenakedislam.com,US,61606,ITALY: African Muslim illegal alien freeloaders are demanding to have designer clothes and better food,0,http://img.youtube.com/vi/QvthZlRogQk/0.jpg,0,1,0,0,0,bs
3d08ebf4f4b2cbc5434763a9e25be0aa4b40ec8d,0,BareNakedIslam,2016-10-30T05:09:55.812+02:00,Why Iranian-American pastor held hostage in Iran is voting for Donald Trump,english,2016-10-30T05:09:55.812+02:00,barenakedislam.com,US,61606,Why Iranian-American pastor held hostage in Iran is voting for Donald Trump,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/abedinifamily_25007982_ver1.0_640_480.jpg,0,1,0,0,0,bs
dc7021bba293bfea93dbe7c1c4eef62f342b4fa9,0,BareNakedIslam,2016-10-30T05:10:01.148+02:00,UNIDENTIFIED (MUSLIM?)  knifeman  on the run after stabbing four people at a Frankfurt train station,english,2016-10-30T05:10:01.148+02:00,barenakedislam.com,US,61606,UNIDENTIFIED (MUSLIM?)  knifeman  on the run after stabbing four people at a Frankfurt train station,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/39DA979B00000578-3885618-image-a-9_1477764049483.jpg,0,1,0,0,0,bs
36ef645be05acf218567bf0734d64ad9a7fef1fe,0,BareNakedIslam,2016-10-30T05:10:02.633+02:00,EU using taxpayer money to give Muslim invaders in Turkey free debit cards and cash transfers to keep them out of Europe,english,2016-10-30T05:10:02.633+02:00,barenakedislam.com,US,61606,EU using taxpayer money to give Muslim invaders in Turkey free debit cards and cash transfers to keep them out of Europe,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/immigratiA.jpg,0,1,0,0,0,bs
e4973a292f8334dd1e86f76c916b5d6d11e757fa,0,BareNakedIslam,2016-10-30T05:10:03.653+02:00, I m a Hispanic woman and I am voting for Donald Trump ,english,2016-10-30T05:10:03.653+02:00,barenakedislam.com,US,61606, I m a Hispanic woman and I am voting for Donald Trump ,0,http://img.youtube.com/vi/QAPgh2V_mGQ/0.jpg,0,1,0,0,0,bs
79c5926d5513a98783ad643cc02f2a6a9613e1f1,0,BareNakedIslam,2016-10-30T05:10:04.452+02:00,DONALD TRUMP attorney searching for homeless woman who was attacked by Clinton supporters for guarding Trump s star on the Hollywood Walk of Fame,english,2016-10-30T05:10:04.452+02:00,barenakedislam.com,US,61606,DONALD TRUMP attorney searching for homeless woman who was attacked by Clinton supporters for guarding Trump s star on the Hollywood Walk of Fame,0,http://img.youtube.com/vi/ApzTgvYwCOw/0.jpg,0,1,0,0,0,bs
9175c4026e3427941a780a8a33a1e86aa05e670d,0,BareNakedIslam,2016-10-30T02:04:00.000+02:00,SWEDEN HELP WANTED: Activities Coordinator for bored illegal alien Muslim freeloaders and rapists,english,2016-10-30T05:10:04.824+02:00,barenakedislam.com,US,61606,SWEDEN HELP WANTED: Activities Coordinator for bored illegal alien Muslim freeloaders and rapists,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/muslim-spitting-on-swedish-woman-james-wood-tweet.png,0,1,0,0,0,bs
deba2ec29bc1ccf6cc52b582c07dd07c6cc7f8bd,0,BareNakedIslam,2016-10-30T22:55:45.454+02:00,CALIFORNIA Creepy Clown is a Muslim who nearly gets himself killed,english,2016-10-30T22:55:45.454+02:00,barenakedislam.com,US,61606,CALIFORNIA Creepy Clown is a Muslim who nearly gets himself killed,0,http://img.youtube.com/vi/ri_22hmNtKA/0.jpg,0,1,0,0,0,bs
492acf4fe6bc72034fe6a392eec29bb3c3cd6c83,0,BareNakedIslam,2016-10-30T22:55:45.636+02:00,GERMAN  GESTAPO  considers prosecuting parents who refused to allow their son to go on a field trip to mosque,english,2016-10-30T22:55:45.636+02:00,barenakedislam.com,US,61606,GERMAN  GESTAPO  considers prosecuting parents who refused to allow their son to go on a field trip to mosque,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/mosque-visit.jpg,0,1,0,0,0,bs
3d6f358e1d0640fdf9d02715ea1c880204fe2a6e,0,BareNakedIslam,2016-10-30T22:55:46.390+02:00,KANSAS: Republican Mailer asks voters  Have you met the new neighbors?  (your  Muslim terrorist  neighbors),english,2016-10-30T22:55:46.390+02:00,barenakedislam.com,US,61606,KANSAS: Republican Mailer asks voters  Have you met the new neighbors?  (your  Muslim terrorist  neighbors),0,http://www.barenakedislam.com/wp-content/uploads/2016/10/GOP-mailer-2.jpeg,0,1,0,0,0,bs
9c6f9c9f2ba6764fa82f4e55d4cb43b2292f7b20,0,BareNakedIslam,2016-10-31T03:38:50.449+02:00,"MILO to college students:  Hey liberals, Muslims hate everyone especially you ",english,2016-10-31T03:38:50.449+02:00,barenakedislam.com,US,61606,"MILO to college students:  Hey liberals, Muslims hate everyone especially you ",0,http://img.youtube.com/vi/ngZ70KqVV6w/0.jpg,0,1,0,0,0,bs
542bc4a3d2f7608044c00de65f9397dd93764e0a,0,BareNakedIslam,2016-10-31T04:21:42.575+02:00,GREECE: Illegal alien Muslim invaders set fire to their camp on island of Lesbos,english,2016-10-31T04:21:42.575+02:00,barenakedislam.com,US,61606,GREECE: Illegal alien Muslim invaders set fire to their camp on island of Lesbos,0,http://img.youtube.com/vi/EXxebLYZk9o/0.jpg,0,1,0,0,0,bs
123d6a6750659c2856ce4eee23cf79d06bf4d977,0,BareNakedIslam,2016-10-31T14:32:04.459+02:00,UK MUSLIMS want to subject non-Muslims to the noise pollution of the amplified  Islamic Call to Prayer  several times a day,english,2016-10-31T14:32:04.459+02:00,barenakedislam.com,US,61606,UK MUSLIMS want to subject non-Muslims to the noise pollution of the amplified  Islamic Call to Prayer  several times a day,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/c3CaIuO-e1451297122837.jpg,0,1,0,0,0,bs
d4969f613d0cd30d7a4a7a5db5f067c54576636c,0,BareNakedIslam,2016-10-31T14:32:04.619+02:00,WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,english,2016-10-31T14:32:04.619+02:00,barenakedislam.com,US,61606,WELCOME TO PARIS where tour buses have to navigate around all the new Muslim tent cities filling the streets,0,http://img.youtube.com/vi/v4AWhkKjUHQ/0.jpg,0,1,0,0,0,bs
8e7b2416fb336912256dbeb90df4660e477ca2b5,0,,2016-10-31T22:08:22.714+02:00," He is a pig,  says morbidly obese and tattooed  model  while wearing a  Dump Trump  T-shirt in Times Square   BARE NAKED ISLAM",english,2016-10-31T22:08:22.714+02:00,barenakedislam.com,US,61606," He is a pig,  says morbidly obese and tattooed  model  while wearing a  Dump Trump  T-shirt in Times Square   BARE NAKED ISLAM",0.822,http://www.barenakedislam.com/wp-content/uploads/2016/10/39E9DE3B00000578-3890046-image-m-2_1477926572326.jpg,0,0,0,0,0,bs
dc404d5c7b066fd9ee91a4e647ecaabd4740e74c,0,BareNakedIslam,2016-10-31T22:36:44.927+02:00,PENNSYLVANIA GUN STORE tells customers  Muslims and Hillary supporters are not welcome ,english,2016-10-31T22:36:44.927+02:00,barenakedislam.com,US,61606,PENNSYLVANIA GUN STORE tells customers  Muslims and Hillary supporters are not welcome ,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/maxresdefault-12-e14381947727741.jpg,0,1,0,0,0,bs
59fdf2e7f9a3d6dd76e82dad5b328bb06c83895b,0,BareNakedIslam,2016-10-31T22:36:49.421+02:00,Do Canadian taxpayers know they are funding welfare for polygamous Muslim migrant families with up to 4 wives and countless children?,english,2016-10-31T22:36:49.421+02:00,barenakedislam.com,US,61606,Do Canadian taxpayers know they are funding welfare for polygamous Muslim migrant families with up to 4 wives and countless children?,0,http://img.youtube.com/vi/s0VZH7f8sP0/0.jpg,0,1,0,0,0,bs
c9c6c4274e32bb7bc71a10bc85d06fbd576c1c1e,0,BareNakedIslam,2016-11-01T03:41:47.585+02:00,NETHERLANDS has a new Muslim political party called  DENK  (Think) created by Muslim colonizers for Muslim colonizers,english,2016-11-01T03:41:47.585+02:00,barenakedislam.com,US,61606,NETHERLANDS has a new Muslim political party called  DENK  (Think) created by Muslim colonizers for Muslim colonizers,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/racism-police-migrant-party-726398.jpg,0,1,0,0,0,bs
3019e93cbc7bfc94ff5a250e547ec5452a220908,0,BareNakedIslam,2016-11-01T03:41:50.347+02:00,It isn t  Islamophobia  when an Oklahoma GOP State Rep. says  Islam is a cancer in our nation that needs to be cut out ,english,2016-11-01T03:41:50.347+02:00,barenakedislam.com,US,61606,It isn t  Islamophobia  when an Oklahoma GOP State Rep. says  Islam is a cancer in our nation that needs to be cut out ,0,http://www.barenakedislam.com/wp-content/uploads/2016/10/ByfDjrmIIAE2Izf1.png-large1.png,0,1,0,0,0,bs
e6ab86ab2f89dfe8e9980b1f98ded6b9c962fa06,0,BareNakedIslam,2016-11-01T05:23:13.094+02:00,SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,english,2016-11-01T05:23:13.094+02:00,barenakedislam.com,US,61606,SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,0,http://img.youtube.com/vi/dqNRXXoJsBY/0.jpg,0,1,0,0,0,bs
63c5a29bbaee520c51d8363802d9a411fdba5f45,0,BareNakedIslam,2016-11-01T11:44:09.560+02:00,UK citizens and war heroes get cheap pre-fab houses while Muslim colonizers get taxpayer-funded luxurious council homes,english,2016-11-01T11:44:09.560+02:00,barenakedislam.com,US,61606,UK citizens and war heroes get cheap pre-fab houses while Muslim colonizers get taxpayer-funded luxurious council homes,0,http://www.barenakedislam.com/wp-content/uploads/2016/11/toreceivemorebenifits31_7_2012-vi.png,0,1,0,0,0,bs
dbd8814b25c1decf56d48b5e86e1c4356932ee6c,0,BareNakedIslam,2016-11-02T02:57:52.091+02:00,ITALIAN MAYOR blasted for scathing verbal attack on African Muslim savages who have been invading Southern Italy,english,2016-11-02T02:57:52.091+02:00,barenakedislam.com,US,61606,ITALIAN MAYOR blasted for scathing verbal attack on African Muslim savages who have been invading Southern Italy,0,http://img.youtube.com/vi/fX73ggsMNEI/0.jpg,0,1,0,0,0,bs
